"","Fiz.","Aknīstes vidusskola","31.73"
"","Krievu v.","Aknīstes vidusskola","48.15"
"","Latv. val.","Aknīstes vidusskola","62.58"
"","Vēsture","Aknīstes vidusskola","68.95"
"","Matem.","Aknīstes vidusskola","33.96"
"","Angļu v.","Alojas Ausekļa vidusskola","75.49"
"","Krievu v.","Alojas Ausekļa vidusskola","66"
"","Latv. val.","Alojas Ausekļa vidusskola","63.64"
"","Matem.","Alojas Ausekļa vidusskola","44.22"
"","Angļu v.","Alsungas vidusskola","64.73"
"","Latv. val.","Alsungas vidusskola","75"
"","Vēsture","Alsungas vidusskola","89.52"
"","Matem.","Alsungas vidusskola","38.12"
"","Angļu v.","Alūksnes novada vidusskola","60.07"
"","Krievu v.","Alūksnes novada vidusskola","57.26"
"","Latv. val.","Alūksnes novada vidusskola","52.45"
"","Vēsture","Alūksnes novada vidusskola","69.76"
"","Matem.","Alūksnes novada vidusskola","21.19"
"","Angļu v.","Andreja Eglīša Ļaudonas vidusskola","57.63"
"","Bio.","Andreja Eglīša Ļaudonas vidusskola","58"
"","Krievu v.","Andreja Eglīša Ļaudonas vidusskola","63.33"
"","Latv. val.","Andreja Eglīša Ļaudonas vidusskola","64"
"","Matem.","Andreja Eglīša Ļaudonas vidusskola","18.98"
"","Angļu v.","Andreja Upīša Skrīveru vidusskola","73.93"
"","Bio.","Andreja Upīša Skrīveru vidusskola","60.83"
"","Fiz.","Andreja Upīša Skrīveru vidusskola","31.14"
"","Krievu v.","Andreja Upīša Skrīveru vidusskola","72.2"
"","Ķīm.","Andreja Upīša Skrīveru vidusskola","58.17"
"","Latv. val.","Andreja Upīša Skrīveru vidusskola","70.2"
"","Vēsture","Andreja Upīša Skrīveru vidusskola","63.51"
"","Matem.","Andreja Upīša Skrīveru vidusskola","47.66"
"","Angļu v.","Auces vidusskola","60.4"
"","Fiz.","Auces vidusskola","59.11"
"","Krievu v.","Auces vidusskola","74.32"
"","Ķīm.","Auces vidusskola","72.67"
"","Latv. val.","Auces vidusskola","65.34"
"","Matem.","Auces vidusskola","50.96"
"","Angļu v.","Augstkalnes vidusskola","57.96"
"","Bio.","Augstkalnes vidusskola","67.67"
"","Krievu v.","Augstkalnes vidusskola","47.23"
"","Latv. val.","Augstkalnes vidusskola","54.66"
"","Matem.","Augstkalnes vidusskola","34.88"
"","Angļu v.","Austrumlatvijas Tehnoloģiju vidusskola","73.01"
"","Bio.","Austrumlatvijas Tehnoloģiju vidusskola","70.33"
"","Fiz.","Austrumlatvijas Tehnoloģiju vidusskola","33.75"
"","Krievu v.","Austrumlatvijas Tehnoloģiju vidusskola","85.65"
"","Ķīm.","Austrumlatvijas Tehnoloģiju vidusskola","35.33"
"","Latv. val.","Austrumlatvijas Tehnoloģiju vidusskola","65.26"
"","Matem.","Austrumlatvijas Tehnoloģiju vidusskola","75.34"
"","Angļu v.","Ādažu vidusskola","74.75"
"","Bio.","Ādažu vidusskola","73.33"
"","Fiz.","Ādažu vidusskola","46"
"","Krievu v.","Ādažu vidusskola","87.85"
"","Ķīm.","Ādažu vidusskola","86.67"
"","Latv. val.","Ādažu vidusskola","58.03"
"","Matem.","Ādažu vidusskola","45.68"
"","Vācu v.","Ādažu vidusskola","83.88"
"","Latv. v. 9.kl.","Ādažu vidusskola","70.94"
"","Angļu v.","Āgenskalna Valsts ģimnāzija","83.16"
"","Bio.","Āgenskalna Valsts ģimnāzija","71.98"
"","Fiz.","Āgenskalna Valsts ģimnāzija","57.87"
"","Krievu v.","Āgenskalna Valsts ģimnāzija","81.29"
"","Ķīm.","Āgenskalna Valsts ģimnāzija","74.12"
"","Latv. val.","Āgenskalna Valsts ģimnāzija","79.05"
"","Vēsture","Āgenskalna Valsts ģimnāzija","72.22"
"","Matem.","Āgenskalna Valsts ģimnāzija","63.02"
"","Vācu v.","Āgenskalna Valsts ģimnāzija","89.25"
"","Angļu v.","Babītes vidusskola","70.98"
"","Bio.","Babītes vidusskola","19.33"
"","Fiz.","Babītes vidusskola","31.33"
"","Krievu v.","Babītes vidusskola","76.31"
"","Ķīm.","Babītes vidusskola","60"
"","Latv. val.","Babītes vidusskola","59.42"
"","Vēsture","Babītes vidusskola","74.33"
"","Matem.","Babītes vidusskola","28.99"
"","Angļu v.","Baldones vidusskola","75.36"
"","Krievu v.","Baldones vidusskola","80.52"
"","Ķīm.","Baldones vidusskola","49.33"
"","Latv. val.","Baldones vidusskola","67.69"
"","Matem.","Baldones vidusskola","34.06"
"","Angļu v.","Baložu vidusskola","78.98"
"","Fiz.","Baložu vidusskola","34.67"
"","Krievu v.","Baložu vidusskola","83.04"
"","Latv. val.","Baložu vidusskola","45.77"
"","Matem.","Baložu vidusskola","32.15"
"","Latv. v. 9.kl.","Baložu vidusskola","70.76"
"","Angļu v.","Baltinavas vidusskola","63.84"
"","Bio.","Baltinavas vidusskola","54"
"","Krievu v.","Baltinavas vidusskola","66.28"
"","Ķīm.","Baltinavas vidusskola","36"
"","Latv. val.","Baltinavas vidusskola","59.59"
"","Matem.","Baltinavas vidusskola","45.7"
"","Latv. v. 9.kl.","Balvu pamatskola","89"
"","Angļu v.","Balvu Valsts ģimnāzija","71.37"
"","Bio.","Balvu Valsts ģimnāzija","64"
"","Fiz.","Balvu Valsts ģimnāzija","62.76"
"","Krievu v.","Balvu Valsts ģimnāzija","76.64"
"","Ķīm.","Balvu Valsts ģimnāzija","64.22"
"","Latv. val.","Balvu Valsts ģimnāzija","71.04"
"","Vēsture","Balvu Valsts ģimnāzija","84.88"
"","Matem.","Balvu Valsts ģimnāzija","52.75"
"","Angļu v.","Bauskas 2. vidusskola","62.79"
"","Bio.","Bauskas 2. vidusskola","47.13"
"","Fiz.","Bauskas 2. vidusskola","60.67"
"","Krievu v.","Bauskas 2. vidusskola","70.1"
"","Latv. val.","Bauskas 2. vidusskola","46.69"
"","Vēsture","Bauskas 2. vidusskola","33.06"
"","Matem.","Bauskas 2. vidusskola","31.86"
"","Angļu v.","Bauskas Valsts ģimnāzija","79.92"
"","Bio.","Bauskas Valsts ģimnāzija","61.67"
"","Fiz.","Bauskas Valsts ģimnāzija","56.8"
"","Krievu v.","Bauskas Valsts ģimnāzija","68.18"
"","Ķīm.","Bauskas Valsts ģimnāzija","54.67"
"","Latv. val.","Bauskas Valsts ģimnāzija","68.95"
"","Vēsture","Bauskas Valsts ģimnāzija","72.7"
"","Matem.","Bauskas Valsts ģimnāzija","49.93"
"","Angļu v.","Bebrenes vispārizglītojošā un profesionālā vidusskola","44.36"
"","Bio.","Bebrenes vispārizglītojošā un profesionālā vidusskola","44.25"
"","Krievu v.","Bebrenes vispārizglītojošā un profesionālā vidusskola","65.52"
"","Latv. val.","Bebrenes vispārizglītojošā un profesionālā vidusskola","42.36"
"","Matem.","Bebrenes vispārizglītojošā un profesionālā vidusskola","28.18"
"","Angļu v.","Bēnes vidusskola","66.71"
"","Bio.","Bēnes vidusskola","51.56"
"","Krievu v.","Bēnes vidusskola","52.45"
"","Latv. val.","Bēnes vidusskola","63.22"
"","Matem.","Bēnes vidusskola","26.08"
"","Angļu v.","Bērzpils vidusskola","43.48"
"","Bio.","Bērzpils vidusskola","55.33"
"","Krievu v.","Bērzpils vidusskola","63.75"
"","Latv. val.","Bērzpils vidusskola","42.29"
"","Matem.","Bērzpils vidusskola","50.94"
"","Latv. v. 9.kl.","Biķernieku pamatskola","71.11"
"","Angļu v.","Brāļu Skrindu Atašienes vidusskola","45.52"
"","Krievu v.","Brāļu Skrindu Atašienes vidusskola","58.77"
"","Latv. val.","Brāļu Skrindu Atašienes vidusskola","50.95"
"","Vēsture","Brāļu Skrindu Atašienes vidusskola","59.68"
"","Matem.","Brāļu Skrindu Atašienes vidusskola","18.33"
"","Angļu v.","Brocēnu vidusskola","64.33"
"","Bio.","Brocēnu vidusskola","64.06"
"","Fiz.","Brocēnu vidusskola","36.44"
"","Krievu v.","Brocēnu vidusskola","60.59"
"","Ķīm.","Brocēnu vidusskola","72.53"
"","Latv. val.","Brocēnu vidusskola","68.9"
"","Matem.","Brocēnu vidusskola","32.67"
"","Angļu v.","Cesvaines vidusskola","58.04"
"","Bio.","Cesvaines vidusskola","68"
"","Fiz.","Cesvaines vidusskola","48"
"","Krievu v.","Cesvaines vidusskola","51.09"
"","Ķīm.","Cesvaines vidusskola","43.11"
"","Latv. val.","Cesvaines vidusskola","57.98"
"","Vēsture","Cesvaines vidusskola","29.84"
"","Matem.","Cesvaines vidusskola","42.77"
"","Angļu v.","Cēsu 2. vakara (maiņu) vidusskola","17.29"
"","Krievu v.","Cēsu 2. vakara (maiņu) vidusskola","61.13"
"","Latv. val.","Cēsu 2. vakara (maiņu) vidusskola","34.66"
"","Vēsture","Cēsu 2. vakara (maiņu) vidusskola","27.82"
"","Matem.","Cēsu 2. vakara (maiņu) vidusskola","30.94"
"","Angļu v.","Cēsu Pilsētas vidusskola","45.79"
"","Bio.","Cēsu Pilsētas vidusskola","70"
"","Fiz.","Cēsu Pilsētas vidusskola","31.33"
"","Krievu v.","Cēsu Pilsētas vidusskola","53.43"
"","Ķīm.","Cēsu Pilsētas vidusskola","52"
"","Latv. val.","Cēsu Pilsētas vidusskola","52.33"
"","Vēsture","Cēsu Pilsētas vidusskola","39.65"
"","Matem.","Cēsu Pilsētas vidusskola","16.32"
"","Angļu v.","Cēsu Valsts ģimnāzija","81.19"
"","Bio.","Cēsu Valsts ģimnāzija","76.73"
"","Fiz.","Cēsu Valsts ģimnāzija","45.87"
"","Krievu v.","Cēsu Valsts ģimnāzija","61.6"
"","Ķīm.","Cēsu Valsts ģimnāzija","78.95"
"","Latv. val.","Cēsu Valsts ģimnāzija","75.33"
"","Vēsture","Cēsu Valsts ģimnāzija","71.03"
"","Matem.","Cēsu Valsts ģimnāzija","53.52"
"","Angļu v.","Ciblas vidusskola","66.32"
"","Fiz.","Ciblas vidusskola","26.67"
"","Krievu v.","Ciblas vidusskola","74.26"
"","Latv. val.","Ciblas vidusskola","64.6"
"","Matem.","Ciblas vidusskola","30.94"
"","Angļu v.","Dagdas vidusskola","63.87"
"","Fiz.","Dagdas vidusskola","53"
"","Krievu v.","Dagdas vidusskola","77.32"
"","Ķīm.","Dagdas vidusskola","54"
"","Latv. val.","Dagdas vidusskola","55.24"
"","Matem.","Dagdas vidusskola","30.97"
"","Angļu v.","Daugavpils 10. vidusskola","56.66"
"","Bio.","Daugavpils 10. vidusskola","46.44"
"","Fiz.","Daugavpils 10. vidusskola","48.33"
"","Ķīm.","Daugavpils 10. vidusskola","38.17"
"","Latv. val.","Daugavpils 10. vidusskola","46.07"
"","Vēsture","Daugavpils 10. vidusskola","58.87"
"","Matem.","Daugavpils 10. vidusskola","45.85"
"","Latv. v. 9.kl.","Daugavpils 10. vidusskola","67.76"
"","Latv. v. 9.kl.","Daugavpils 11. pamatskola","42.7"
"","Angļu v.","Daugavpils 12. vidusskola","57.63"
"","Bio.","Daugavpils 12. vidusskola","67.33"
"","Fiz.","Daugavpils 12. vidusskola","37.33"
"","Krievu v.","Daugavpils 12. vidusskola","86.12"
"","Ķīm.","Daugavpils 12. vidusskola","57.56"
"","Latv. val.","Daugavpils 12. vidusskola","58.91"
"","Matem.","Daugavpils 12. vidusskola","41.43"
"","Vācu v.","Daugavpils 12. vidusskola","65.52"
"","Angļu v.","Daugavpils 13. vidusskola","62.61"
"","Bio.","Daugavpils 13. vidusskola","50"
"","Latv. val.","Daugavpils 13. vidusskola","42.05"
"","Matem.","Daugavpils 13. vidusskola","45.3"
"","Latv. v. 9.kl.","Daugavpils 13. vidusskola","63.26"
"","Angļu v.","Daugavpils 15. vidusskola","62.24"
"","Bio.","Daugavpils 15. vidusskola","61.67"
"","Fiz.","Daugavpils 15. vidusskola","58.4"
"","Ķīm.","Daugavpils 15. vidusskola","69.11"
"","Latv. val.","Daugavpils 15. vidusskola","54.17"
"","Matem.","Daugavpils 15. vidusskola","52.96"
"","Latv. v. 9.kl.","Daugavpils 15. vidusskola","66.86"
"","Angļu v.","Daugavpils 16. vidusskola","50.45"
"","Bio.","Daugavpils 16. vidusskola","52.5"
"","Latv. val.","Daugavpils 16. vidusskola","36.77"
"","Matem.","Daugavpils 16. vidusskola","24.98"
"","Latv. v. 9.kl.","Daugavpils 16. vidusskola","61.83"
"","Angļu v.","Daugavpils 17. vidusskola","40.97"
"","Krievu v.","Daugavpils 17. vidusskola","77.29"
"","Latv. val.","Daugavpils 17. vidusskola","35.88"
"","Vēsture","Daugavpils 17. vidusskola","25.4"
"","Matem.","Daugavpils 17. vidusskola","27.4"
"","Vācu v.","Daugavpils 17. vidusskola","33.78"
"","Latv. v. 9.kl.","Daugavpils 17. vidusskola","62.7"
"","Angļu v.","Daugavpils 3. vidusskola","65.16"
"","Bio.","Daugavpils 3. vidusskola","67.47"
"","Fiz.","Daugavpils 3. vidusskola","74.33"
"","Ķīm.","Daugavpils 3. vidusskola","76.77"
"","Latv. val.","Daugavpils 3. vidusskola","51.15"
"","Matem.","Daugavpils 3. vidusskola","66.51"
"","Latv. v. 9.kl.","Daugavpils 3. vidusskola","77.28"
"","Angļu v.","Daugavpils 9. vidusskola","73.64"
"","Bio.","Daugavpils 9. vidusskola","74.89"
"","Fiz.","Daugavpils 9. vidusskola","33.17"
"","Ķīm.","Daugavpils 9. vidusskola","74"
"","Latv. val.","Daugavpils 9. vidusskola","50.48"
"","Matem.","Daugavpils 9. vidusskola","55.05"
"","Latv. v. 9.kl.","Daugavpils 9. vidusskola","75.44"
"","Angļu v.","Daugavpils Centra vidusskola","50.8"
"","Fiz.","Daugavpils Centra vidusskola","53.33"
"","Latv. val.","Daugavpils Centra vidusskola","48.24"
"","Matem.","Daugavpils Centra vidusskola","49.43"
"","Latv. v. 9.kl.","Daugavpils Centra vidusskola","65.96"
"","Angļu v.","Daugavpils Krievu vidusskola - licejs","78.05"
"","Bio.","Daugavpils Krievu vidusskola - licejs","67.48"
"","Fiz.","Daugavpils Krievu vidusskola - licejs","74.22"
"","Ķīm.","Daugavpils Krievu vidusskola - licejs","66.53"
"","Latv. val.","Daugavpils Krievu vidusskola - licejs","63"
"","Vēsture","Daugavpils Krievu vidusskola - licejs","59.27"
"","Matem.","Daugavpils Krievu vidusskola - licejs","69.3"
"","Latv. v. 9.kl.","Daugavpils Krievu vidusskola - licejs","83.17"
"","Latv. v. 9.kl.","Daugavpils logopēdiskā internātpamatskola","42.22"
"","Latv. v. 9.kl.","Daugavpils Saskaņas pamatskola","77.58"
"","Angļu v.","Daugavpils Valsts ģimnāzija","72.91"
"","Bio.","Daugavpils Valsts ģimnāzija","71.05"
"","Fiz.","Daugavpils Valsts ģimnāzija","43.26"
"","Krievu v.","Daugavpils Valsts ģimnāzija","86.54"
"","Ķīm.","Daugavpils Valsts ģimnāzija","85.9"
"","Latv. val.","Daugavpils Valsts ģimnāzija","70.32"
"","Matem.","Daugavpils Valsts ģimnāzija","61.26"
"","Vācu v.","Daugavpils Valsts ģimnāzija","49.72"
"","Angļu v.","Dāvja Ozoliņa Apes vidusskola","38.43"
"","Krievu v.","Dāvja Ozoliņa Apes vidusskola","24.22"
"","Latv. val.","Dāvja Ozoliņa Apes vidusskola","60.23"
"","Vēsture","Dāvja Ozoliņa Apes vidusskola","29.7"
"","Matem.","Dāvja Ozoliņa Apes vidusskola","16.67"
"","Angļu v.","Dobeles 1. vidusskola","61.87"
"","Krievu v.","Dobeles 1. vidusskola","74.42"
"","Latv. val.","Dobeles 1. vidusskola","56.78"
"","Matem.","Dobeles 1. vidusskola","30.55"
"","Angļu v.","Dobeles Valsts ģimnāzija","76.27"
"","Bio.","Dobeles Valsts ģimnāzija","73.56"
"","Fiz.","Dobeles Valsts ģimnāzija","69.67"
"","Krievu v.","Dobeles Valsts ģimnāzija","75.84"
"","Ķīm.","Dobeles Valsts ģimnāzija","85"
"","Latv. val.","Dobeles Valsts ģimnāzija","63.54"
"","Vēsture","Dobeles Valsts ģimnāzija","77.62"
"","Matem.","Dobeles Valsts ģimnāzija","51.37"
"","Angļu v.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","74.14"
"","Bio.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","61.93"
"","Fiz.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","62"
"","Krievu v.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","77.43"
"","Ķīm.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","58.5"
"","Latv. val.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","65.51"
"","Vēsture","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","71.91"
"","Matem.","Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija","40.56"
"","Angļu v.","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","67.23"
"","Bio.","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","54.98"
"","Fiz.","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","23.05"
"","Krievu v.","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","78.83"
"","Latv. val.","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","64.18"
"","Vēsture","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","57.86"
"","Matem.","Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola","34.39"
"","Angļu v.","Dricānu vidusskola","49.99"
"","Bio.","Dricānu vidusskola","62"
"","Krievu v.","Dricānu vidusskola","57.94"
"","Latv. val.","Dricānu vidusskola","49"
"","Matem.","Dricānu vidusskola","18.64"
"","Angļu v.","Dundagas vidusskola","63.47"
"","Bio.","Dundagas vidusskola","63.33"
"","Ķīm.","Dundagas vidusskola","32"
"","Latv. val.","Dundagas vidusskola","70.5"
"","Vēsture","Dundagas vidusskola","73.59"
"","Matem.","Dundagas vidusskola","40.78"
"","Angļu v.","Edgara Kauliņa Lielvārdes vidusskola","75.29"
"","Bio.","Edgara Kauliņa Lielvārdes vidusskola","58.33"
"","Krievu v.","Edgara Kauliņa Lielvārdes vidusskola","68.81"
"","Latv. val.","Edgara Kauliņa Lielvārdes vidusskola","64.23"
"","Matem.","Edgara Kauliņa Lielvārdes vidusskola","27.16"
"","Angļu v.","Eiropas Tālmācības vidusskola","62.79"
"","Bio.","Eiropas Tālmācības vidusskola","42.06"
"","Krievu v.","Eiropas Tālmācības vidusskola","80.41"
"","Ķīm.","Eiropas Tālmācības vidusskola","57"
"","Latv. val.","Eiropas Tālmācības vidusskola","38.5"
"","Vēsture","Eiropas Tālmācības vidusskola","52.42"
"","Matem.","Eiropas Tālmācības vidusskola","20.38"
"","Angļu v.","Elejas vidusskola","69.82"
"","Fiz.","Elejas vidusskola","18.67"
"","Krievu v.","Elejas vidusskola","71.74"
"","Ķīm.","Elejas vidusskola","45.67"
"","Latv. val.","Elejas vidusskola","50.7"
"","Vēsture","Elejas vidusskola","54.28"
"","Matem.","Elejas vidusskola","38.72"
"","Angļu v.","Engures vidusskola","68.89"
"","Fiz.","Engures vidusskola","24.67"
"","Latv. val.","Engures vidusskola","62.91"
"","Matem.","Engures vidusskola","38.07"
"","Angļu v.","Ernsta Glika Alūksnes Valsts ģimnāzija","72.79"
"","Bio.","Ernsta Glika Alūksnes Valsts ģimnāzija","66.42"
"","Fiz.","Ernsta Glika Alūksnes Valsts ģimnāzija","38.5"
"","Krievu v.","Ernsta Glika Alūksnes Valsts ģimnāzija","71.46"
"","Ķīm.","Ernsta Glika Alūksnes Valsts ģimnāzija","67.33"
"","Latv. val.","Ernsta Glika Alūksnes Valsts ģimnāzija","69.05"
"","Vēsture","Ernsta Glika Alūksnes Valsts ģimnāzija","75.5"
"","Matem.","Ernsta Glika Alūksnes Valsts ģimnāzija","45.65"
"","Angļu v.","Ezernieku vidusskola","79.31"
"","Krievu v.","Ezernieku vidusskola","75.88"
"","Latv. val.","Ezernieku vidusskola","63.92"
"","Matem.","Ezernieku vidusskola","44.31"
"","Angļu v.","Ērgļu vidusskola","64.83"
"","Bio.","Ērgļu vidusskola","54.22"
"","Fiz.","Ērgļu vidusskola","33.33"
"","Latv. val.","Ērgļu vidusskola","57.31"
"","Matem.","Ērgļu vidusskola","32.59"
"","Angļu v.","Grobiņas ģimnāzija","78.51"
"","Bio.","Grobiņas ģimnāzija","56.67"
"","Krievu v.","Grobiņas ģimnāzija","74.65"
"","Ķīm.","Grobiņas ģimnāzija","84"
"","Latv. val.","Grobiņas ģimnāzija","74.4"
"","Matem.","Grobiņas ģimnāzija","37.75"
"","Vācu v.","Grobiņas ģimnāzija","62.8"
"","Angļu v.","Gulbenes 2. vidusskola","57.61"
"","Bio.","Gulbenes 2. vidusskola","56.83"
"","Krievu v.","Gulbenes 2. vidusskola","73.94"
"","Latv. val.","Gulbenes 2. vidusskola","60.5"
"","Vēsture","Gulbenes 2. vidusskola","67.63"
"","Matem.","Gulbenes 2. vidusskola","30.65"
"","Angļu v.","Gulbenes novada valsts ģimnāzija","72.66"
"","Bio.","Gulbenes novada valsts ģimnāzija","65.47"
"","Fiz.","Gulbenes novada valsts ģimnāzija","29.33"
"","Krievu v.","Gulbenes novada valsts ģimnāzija","67.22"
"","Ķīm.","Gulbenes novada valsts ģimnāzija","40.89"
"","Latv. val.","Gulbenes novada valsts ģimnāzija","70.77"
"","Vēsture","Gulbenes novada valsts ģimnāzija","60.89"
"","Matem.","Gulbenes novada valsts ģimnāzija","48.75"
"","Angļu v.","Gulbenes Vakara (maiņu) vidusskola","55.62"
"","Krievu v.","Gulbenes Vakara (maiņu) vidusskola","56.22"
"","Latv. val.","Gulbenes Vakara (maiņu) vidusskola","43.14"
"","Vēsture","Gulbenes Vakara (maiņu) vidusskola","60.48"
"","Matem.","Gulbenes Vakara (maiņu) vidusskola","30.5"
"","Angļu v.","Iecavas vidusskola","72.34"
"","Bio.","Iecavas vidusskola","52.67"
"","Krievu v.","Iecavas vidusskola","70.47"
"","Ķīm.","Iecavas vidusskola","65.96"
"","Latv. val.","Iecavas vidusskola","55.65"
"","Matem.","Iecavas vidusskola","34.61"
"","Angļu v.","Ikšķiles vidusskola","72.77"
"","Bio.","Ikšķiles vidusskola","66.5"
"","Fiz.","Ikšķiles vidusskola","35.67"
"","Krievu v.","Ikšķiles vidusskola","81.05"
"","Latv. val.","Ikšķiles vidusskola","57.21"
"","Matem.","Ikšķiles vidusskola","40"
"","Angļu v.","Ilmāra Gaiša Kokneses vidusskola","73.01"
"","Bio.","Ilmāra Gaiša Kokneses vidusskola","69"
"","Fiz.","Ilmāra Gaiša Kokneses vidusskola","46.22"
"","Ķīm.","Ilmāra Gaiša Kokneses vidusskola","51.11"
"","Latv. val.","Ilmāra Gaiša Kokneses vidusskola","54.89"
"","Vēsture","Ilmāra Gaiša Kokneses vidusskola","66.94"
"","Matem.","Ilmāra Gaiša Kokneses vidusskola","36.19"
"","Vācu v.","Ilmāra Gaiša Kokneses vidusskola","99.5"
"","Angļu v.","Ilūkstes 1. vidusskola","66.6"
"","Bio.","Ilūkstes 1. vidusskola","64.89"
"","Fiz.","Ilūkstes 1. vidusskola","37.2"
"","Krievu v.","Ilūkstes 1. vidusskola","81.35"
"","Ķīm.","Ilūkstes 1. vidusskola","73"
"","Latv. val.","Ilūkstes 1. vidusskola","57.52"
"","Vēsture","Ilūkstes 1. vidusskola","71.37"
"","Matem.","Ilūkstes 1. vidusskola","64.06"
"","Angļu v.","Ilūkstes Sadraudzības vidusskola","37.63"
"","Fiz.","Ilūkstes Sadraudzības vidusskola","27.56"
"","Krievu v.","Ilūkstes Sadraudzības vidusskola","69.48"
"","Latv. val.","Ilūkstes Sadraudzības vidusskola","33.13"
"","Matem.","Ilūkstes Sadraudzības vidusskola","24.69"
"","Vācu v.","Ilūkstes Sadraudzības vidusskola","26.82"
"","Latv. v. 9.kl.","Ilūkstes Sadraudzības vidusskola","72.67"
"","Angļu v.","Iļģuciema vidusskola","79.25"
"","Bio.","Iļģuciema vidusskola","30"
"","Krievu v.","Iļģuciema vidusskola","57.22"
"","Ķīm.","Iļģuciema vidusskola","30.67"
"","Latv. val.","Iļģuciema vidusskola","68.75"
"","Vēsture","Iļģuciema vidusskola","59.46"
"","Matem.","Iļģuciema vidusskola","36.22"
"","Angļu v.","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""","66.64"
"","Bio.","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""","52.33"
"","Fiz.","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""","34.67"
"","Latv. val.","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""","37.31"
"","Matem.","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""","41.49"
"","Latv. v. 9.kl.","Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""","75.4"
"","Angļu v.","Irlavas vidusskola","54.47"
"","Bio.","Irlavas vidusskola","36.67"
"","Krievu v.","Irlavas vidusskola","57.33"
"","Latv. val.","Irlavas vidusskola","47.97"
"","Vēsture","Irlavas vidusskola","37.9"
"","Matem.","Irlavas vidusskola","18.3"
"","Angļu v.","Istras vidusskola","42.48"
"","Latv. val.","Istras vidusskola","46.21"
"","Matem.","Istras vidusskola","25"
"","Angļu v.","Īslīces vidusskola","69.41"
"","Bio.","Īslīces vidusskola","84.67"
"","Krievu v.","Īslīces vidusskola","60.6"
"","Latv. val.","Īslīces vidusskola","59.59"
